,customer_id,age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,subscription_start_date,subscription_end_date,first_name,last_name,full_name,email,Phone,tenure_days
264,TI-2024-000265,36,Male,Cork,Individual,Postpay,Essentials,56,24,Yes,Active,71.5,1678,64,No,Yes,22,18,125.9,1,2,Credit Card,Yes,0,218.07,Yes,No,Yes,0.19,4,51.0,0.84,-69,2024-11-23,2026-11-13,Joshua,Ramirez,Joshua Ramirez,joshua_ramirez@gmail.com,+353-21-7334941,720
265,TI-2022-000266,43,Male,Dublin,Family,Prepay,Freedom,11,12,Yes,Cancelled,28.4,2961,343,No,Yes,25,6,259.4,3,4,Direct Debit,Yes,2,58.78,No,No,No,0.2,1,41.6,0.95,59,2022-09-27,2023-09-22,Scott,Taylor,Scott Taylor,scott_taylor@yahoo.com,+353-1-7605573,360
266,TI-2024-000267,20,Male,Galway,Individual,SIM-only,Essentials,91,1,No,Cancelled,90.8,179,182,No,Yes,23,0,33.8,3,5,Credit Card,No,2,208.42,Yes,Yes,No,0.25,2,20.2,0.55,98,2024-02-25,2024-03-26,Jacob,Rodriguez,Jacob Rodriguez,jacob_rodriguez@yahoo.com,+353-91-750455,30
267,TI-2025-000268,36,Female,Dublin,Individual,Prepay,Freedom,86,0,Yes,Active,14.9,796,331,No,No,23,8,96.3,0,1,Credit Card,No,2,419.43,No,No,No,0.13,1,68.5,0.34,49,2025-05-12,2026-04-13,Emma,Lee,Emma Lee,emma_lee@mail.com,+353-1-9157764,336
268,TI-2022-000269,37,Male,Galway,Individual,Postpay,Unlimited,78,0,Yes,Active,98.4,1467,9,Yes,Yes,28,12,53.7,0,1,Credit Card,Yes,3,311.54,No,No,Yes,0.56,0,21.7,0.76,-24,2022-12-16,2023-02-21,Robert,Miller,Robert Miller,robert_miller@outlook.com,+353-91-965209,67
269,TI-2024-000270,49,Female,Dublin,Individual,Postpay,Essentials,67,12,Yes,Cancelled,86.7,2024,493,No,No,15,1,123.1,1,3,Debit Card,Yes,4,368.38,No,Yes,No,0.58,2,40.4,0.16,-80,2024-02-20,2025-02-14,Lisa,Anderson,Lisa Anderson,lisa_anderson@outlook.com,+353-1-3761720,360
270,TI-2022-000271,24,Female,Other,Business,Postpay,Unlimited,53,0,Yes,Cancelled,70.4,2488,233,No,Yes,14,1,34.4,1,1,Direct Debit,Yes,0,174.55,No,Yes,No,0.19,4,57.9,0.07,49,2022-09-12,2023-02-07,Nicole,Davis,Nicole Davis,nicole_davis@yahoo.com,+353-83-5775549,148
271,TI-2023-000272,69,Male,Dublin,Individual,Prepay,Essentials,83,1,No,Active,94.2,886,297,No,Yes,7,14,132.9,1,1,Credit Card,Yes,2,472.2,Yes,No,No,0.03,1,37.5,0.79,-67,2023-09-16,2023-10-16,Daniel,Gonzalez,Daniel Gonzalez,daniel_gonzalez@yahoo.com,+353-1-6082472,30
272,TI-2022-000273,58,Male,Dublin,Individual,Postpay,Freedom,65,12,No,Active,73.6,2468,243,Yes,Yes,25,16,106.8,1,2,Credit Card,Yes,4,354.63,No,No,No,0.07,1,69.2,0.95,37,2022-12-06,2023-12-01,Patrick,Young,Patrick Young,patrick_young@outlook.com,+353-1-8967157,360
273,TI-2024-000274,50,Male,Dublin,Individual,Prepay,Freedom,52,12,Yes,Active,23.1,1189,350,No,No,14,12,67.8,4,1,Credit Card,Yes,1,210.9,Yes,No,No,0.58,0,60.9,0.44,-36,2024-02-05,2025-01-30,Andrew,Jackson,Andrew Jackson,andrew_jackson@outlook.com,+353-1-9983350,360
274,TI-2025-000275,57,Female,Dublin,Individual,Prepay,Unlimited,98,0,No,Cancelled,47.0,1675,266,No,Yes,24,6,193.0,0,1,Debit Card,Yes,5,213.23,No,No,Yes,0.13,0,66.4,0.16,-36,2025-05-21,2025-07-15,Debra,Young,Debra Young,debra_young@hotmail.com,+353-1-1389093,55
275,TI-2025-000276,56,Male,Other,Individual,Prepay,Freedom,43,1,Yes,Active,11.8,1519,117,No,Yes,0,8,285.3,0,2,Credit Card,Yes,1,459.34,No,No,No,0.26,3,27.5,0.5,-13,2025-05-14,2025-06-13,Matthew,Gonzalez,Matthew Gonzalez,matthew_gonzalez@yahoo.com,+353-83-3578980,30
276,TI-2025-000277,35,Female,Other,Family,Prepay,Freedom,39,1,Yes,Active,42.0,2515,143,Yes,No,27,11,62.9,1,1,Credit Card,Yes,0,288.2,No,No,No,0.15,3,39.9,0.39,-34,2025-06-28,2025-07-28,Betty,Gonzalez,Betty Gonzalez,betty_gonzalez@mail.com,+353-86-1681528,30
277,TI-2022-000278,57,Male,Dublin,Business,SIM-only,Essentials,80,12,Yes,Active,75.5,2760,380,No,No,16,2,213.8,2,1,Credit Card,Yes,2,353.19,No,Yes,No,0.65,0,60.7,0.37,-58,2022-12-01,2023-11-26,Timothy,Lopez,Timothy Lopez,timothy_lopez@mail.com,+353-1-5303254,360
278,TI-2023-000279,18,Female,Cork,Individual,SIM-only,Essentials,79,24,Yes,Active,41.7,2432,200,Yes,Yes,29,14,223.0,1,3,Debit Card,Yes,1,208.52,Yes,No,No,0.18,3,65.1,0.63,14,2023-01-07,2024-12-27,Jessica,Wilson,Jessica Wilson,jessica_wilson@icloud.com,+353-21-5765600,720
279,TI-2024-000280,28,Male,Galway,Individual,Prepay,Unlimited,64,0,Yes,Active,36.4,2361,238,Yes,Yes,14,6,149.9,3,1,Direct Debit,Yes,5,111.85,No,No,Yes,0.22,1,68.0,0.17,68,2024-11-23,2024-12-28,Stephen,Garcia,Stephen Garcia,stephen_garcia@yahoo.com,+353-91-167304,35
280,TI-2023-000281,45,Male,Other,Family,Postpay,Freedom,76,24,No,Active,61.6,770,333,Yes,No,13,0,269.4,2,1,Debit Card,Yes,4,361.78,Yes,Yes,No,0.36,0,63.4,0.38,40,2023-02-21,2025-02-10,Charles,Davis,Charles Davis,charles_davis@hotmail.com,+353-86-8154489,720
281,TI-2023-000282,42,Female,Cork,Family,Prepay,Freedom,22,12,Yes,Cancelled,87.9,1278,402,No,No,13,13,290.0,3,3,Credit Card,Yes,4,303.91,No,No,No,0.18,2,52.9,0.87,17,2023-03-29,2024-03-23,Michelle,Hill,Michelle Hill,michelle_hill@hotmail.com,+353-21-7419216,360
282,TI-2024-000283,67,Female,Dublin,Individual,Postpay,Freedom,12,12,No,Active,9.5,958,414,Yes,Yes,9,18,109.3,2,2,Credit Card,Yes,1,250.67,No,No,No,0.13,0,2.7,0.73,-97,2024-10-06,2025-10-01,Mary,Mitchell,Mary Mitchell,mary_mitchell@gmail.com,+353-1-6358540,360
283,TI-2023-000284,40,Male,Cork,Individual,Postpay,Freedom,35,12,No,Active,41.6,916,456,No,No,1,15,195.7,3,1,Credit Card,No,2,312.01,Yes,No,No,0.22,4,23.4,0.06,-78,2023-04-13,2024-04-07,Patrick,Rodriguez,Patrick Rodriguez,patrick_rodriguez@hotmail.com,+353-21-1889397,360
284,TI-2023-000285,48,Female,Galway,Individual,SIM-only,Unlimited,66,1,Yes,Active,20.0,2070,483,No,Yes,26,9,199.0,1,5,Credit Card,Yes,5,104.14,Yes,Yes,No,0.69,4,10.2,0.51,-31,2023-02-26,2023-03-28,Dorothy,Robinson,Dorothy Robinson,dorothy_robinson@yahoo.com,+353-91-945436,30
285,TI-2024-000286,47,Female,Dublin,Family,Postpay,Freedom,33,0,Yes,Active,71.1,1781,436,No,No,5,0,121.7,1,2,Debit Card,Yes,0,396.97,Yes,No,No,0.22,0,12.0,0.09,61,2024-12-16,2025-10-15,Susan,Scott,Susan Scott,susan_scott@outlook.com,+353-1-1362828,303
286,TI-2024-000287,59,Female,Galway,Family,Postpay,Freedom,62,12,Yes,Active,15.0,338,486,No,Yes,29,4,95.7,2,2,Credit Card,Yes,2,474.08,No,No,No,0.28,2,21.7,0.96,-60,2024-03-12,2025-03-07,Amanda,Anderson,Amanda Anderson,amanda_anderson@gmail.com,+353-91-413216,360
287,TI-2024-000288,52,Female,Dublin,Individual,Prepay,Unlimited,79,12,No,Active,68.2,1516,245,No,Yes,16,2,280.2,3,1,Credit Card,Yes,3,445.55,Yes,No,No,0.3,0,6.3,0.24,45,2024-06-17,2025-06-12,Sandra,Wilson,Sandra Wilson,sandra_wilson@hotmail.com,+353-1-1894086,360
288,TI-2025-000289,24,Male,Galway,Individual,SIM-only,Essentials,52,12,Yes,Active,32.2,2870,345,No,Yes,4,16,237.2,4,3,Debit Card,No,1,160.72,No,No,No,0.18,2,18.3,0.93,19,2025-01-22,2026-01-17,George,Rodriguez,George Rodriguez,george_rodriguez@yahoo.com,+353-91-625455,360
289,TI-2022-000290,33,Male,Dublin,Business,Prepay,Essentials,69,1,Yes,Active,23.9,2413,7,No,No,4,17,35.2,2,2,Debit Card,Yes,3,203.0,No,Yes,No,0.07,1,68.9,0.83,-11,2022-09-28,2022-10-28,Richard,Campbell,Richard Campbell,richard_campbell@mail.com,+353-1-3508784,30
290,TI-2024-000291,43,Male,Cork,Family,Postpay,Freedom,67,24,Yes,Active,94.0,1395,151,No,No,14,18,36.8,2,3,Debit Card,Yes,1,404.2,Yes,No,Yes,0.31,1,23.1,0.55,60,2024-12-31,2026-12-21,Brian,Carter,Brian Carter,brian_carter@gmail.com,+353-21-3911762,720
291,TI-2025-000292,65,Female,Cork,Business,Postpay,Essentials,58,12,Yes,Active,6.8,914,391,Yes,Yes,14,17,276.8,0,5,Direct Debit,Yes,0,297.56,No,No,No,0.08,2,12.3,0.34,52,2025-02-18,2026-02-13,Samantha,Martinez,Samantha Martinez,samantha_martinez@icloud.com,+353-21-6645800,360
292,TI-2024-000293,69,Female,Galway,Family,Postpay,Freedom,51,0,Yes,Active,46.6,1853,210,Yes,Yes,19,15,25.3,2,3,Debit Card,Yes,2,273.96,No,Yes,No,0.29,3,52.0,0.86,-49,2024-01-11,2024-09-29,Deborah,Green,Deborah Green,deborah_green@mail.com,+353-91-832371,262
293,TI-2024-000294,66,Male,Dublin,Individual,Prepay,Unlimited,85,1,Yes,Active,7.1,474,366,No,Yes,10,1,206.8,4,4,Debit Card,Yes,5,463.32,Yes,Yes,No,0.54,1,59.8,0.15,44,2024-04-08,2024-05-08,Jason,Carter,Jason Carter,jason_carter@outlook.com,+353-1-5191398,30
294,TI-2024-000295,19,Male,Cork,Individual,SIM-only,Freedom,75,12,Yes,Active,50.9,1446,431,No,No,4,14,68.8,1,3,Debit Card,No,2,268.01,No,Yes,No,0.45,4,23.3,0.18,-50,2024-09-19,2025-09-14,Ronald,Moore,Ronald Moore,ronald_moore@gmail.com,+353-21-6513946,360
295,TI-2024-000296,18,Female,Cork,Individual,Prepay,Freedom,20,12,Yes,Active,52.6,1379,157,No,No,27,12,11.5,3,2,Credit Card,Yes,1,257.47,Yes,No,Yes,0.43,0,20.8,0.22,30,2024-12-11,2025-12-06,Michelle,Hernandez,Michelle Hernandez,michelle_hernandez@gmail.com,+353-21-4421228,360
296,TI-2024-000297,65,Other,Cork,Individual,Postpay,Unlimited,99,1,Yes,Active,35.6,1483,57,No,No,0,12,18.8,0,3,Credit Card,Yes,4,21.01,Yes,No,No,0.15,3,18.2,0.6,-46,2024-08-12,2024-09-11,Ryan,Robinson,Ryan Robinson,ryan_robinson@gmail.com,+353-21-4228647,30
297,TI-2024-000298,29,Female,Galway,Individual,Prepay,Freedom,27,24,Yes,Active,17.6,2074,85,No,Yes,10,15,112.7,3,3,Direct Debit,Yes,3,34.71,No,No,Yes,0.1,4,28.9,0.31,83,2024-03-26,2026-03-16,Anna,Campbell,Anna Campbell,anna_campbell@hotmail.com,+353-91-430694,720
298,TI-2023-000299,22,Male,Galway,Family,Prepay,Freedom,94,1,Yes,Active,40.8,2989,54,No,No,10,7,24.2,1,4,Direct Debit,No,5,3.71,No,No,Yes,0.04,0,7.2,0.99,18,2023-01-31,2023-03-02,Michael,Scott,Michael Scott,michael_scott@mail.com,+353-91-121867,30
299,TI-2023-000300,54,Male,Other,Individual,Postpay,Freedom,61,1,Yes,Active,68.9,2849,200,Yes,Yes,5,10,179.4,2,4,Debit Card,Yes,5,456.62,No,No,No,0.17,4,48.5,0.2,12,2023-11-22,2023-12-22,Matthew,Lewis,Matthew Lewis,matthew_lewis@gmail.com,+353-83-9200477,30
300,TI-2022-000301,49,Male,Dublin,Family,Postpay,Unlimited,55,24,Yes,Active,79.3,800,121,No,Yes,22,7,194.5,4,1,Debit Card,Yes,2,204.19,No,No,No,0.47,3,59.4,0.81,-66,2022-10-07,2024-09-26,Charles,Anderson,Charles Anderson,charles_anderson@icloud.com,+353-1-5060202,720
301,TI-2023-000302,26,Female,Other,Individual,Prepay,Freedom,53,24,Yes,Active,55.4,2907,445,No,Yes,7,9,112.7,0,2,Credit Card,Yes,2,234.28,No,Yes,No,0.35,2,48.1,0.1,-33,2023-07-26,2025-07-15,Helen,Flores,Helen Flores,helen_flores@mail.com,+353-87-5397389,720
302,TI-2023-000303,58,Male,Cork,Business,Prepay,Freedom,31,12,Yes,Active,61.0,1246,107,No,Yes,1,0,223.1,4,1,Debit Card,Yes,1,422.69,Yes,No,Yes,0.53,0,30.9,0.35,86,2023-11-30,2024-11-24,Jason,Martin,Jason Martin,jason_martin@outlook.com,+353-21-4454903,360
303,TI-2023-000304,52,Female,Dublin,Individual,Postpay,Unlimited,62,24,Yes,Active,24.1,863,303,No,No,14,11,147.5,4,4,Direct Debit,Yes,4,304.62,Yes,Yes,No,0.14,4,21.5,0.24,-9,2023-07-09,2025-06-28,Emma,Moore,Emma Moore,emma_moore@mail.com,+353-1-8016485,720
304,TI-2024-000305,36,Male,Dublin,Individual,Postpay,Freedom,68,0,Yes,Active,32.3,2737,131,No,No,22,8,129.6,4,3,Direct Debit,No,3,304.75,Yes,No,No,0.1,4,30.1,0.98,-42,2024-02-17,2024-07-09,Richard,Adams,Richard Adams,richard_adams@mail.com,+353-1-3893139,143
305,TI-2023-000306,65,Female,Dublin,Individual,Postpay,Freedom,39,24,Yes,Active,20.4,1171,420,No,Yes,21,4,122.7,4,4,Credit Card,Yes,4,148.27,No,No,Yes,0.03,3,31.1,0.03,-88,2023-05-13,2025-05-02,Chloe,Brown,Chloe Brown,chloe_brown@gmail.com,+353-1-5907228,720
306,TI-2024-000307,33,Female,Galway,Individual,Prepay,Unlimited,17,1,Yes,Active,28.7,738,391,No,Yes,8,8,129.9,1,5,Credit Card,Yes,5,416.95,No,No,No,0.21,3,48.3,0.72,-39,2024-04-23,2024-05-23,Lisa,Torres,Lisa Torres,lisa_torres@mail.com,+353-91-577671,30
307,TI-2022-000308,20,Female,Galway,Family,Prepay,Freedom,66,0,No,Active,26.4,1374,384,No,Yes,14,15,290.4,4,3,Credit Card,No,4,82.91,Yes,No,Yes,0.08,3,66.9,0.25,-7,2022-11-14,2023-04-26,Margaret,Nguyen,Margaret Nguyen,margaret_nguyen@mail.com,+353-91-244417,163
308,TI-2023-000309,37,Male,Galway,Family,Prepay,Freedom,82,1,No,Active,54.3,2462,475,No,Yes,7,17,204.7,4,1,Credit Card,Yes,1,26.57,Yes,No,No,0.39,2,6.0,0.81,74,2023-01-19,2023-02-18,Ryan,Sanchez,Ryan Sanchez,ryan_sanchez@icloud.com,+353-91-689055,30
309,TI-2024-000310,41,Male,Cork,Individual,Prepay,Unlimited,29,1,No,Active,58.5,981,197,No,Yes,29,7,95.2,1,3,Credit Card,Yes,4,95.8,No,No,No,0.13,1,68.7,0.31,-98,2024-02-21,2024-03-22,Michael,Anderson,Michael Anderson,michael_anderson@outlook.com,+353-21-5793541,30
310,TI-2023-000311,50,Male,Cork,Individual,Postpay,Freedom,34,1,No,Active,94.8,2476,46,No,Yes,15,10,220.4,3,5,Debit Card,Yes,3,133.87,Yes,No,No,0.3,4,65.6,0.19,-80,2023-05-21,2023-06-20,Mark,Lewis,Mark Lewis,mark_lewis@icloud.com,+353-21-7002624,30
311,TI-2023-000312,41,Female,Dublin,Individual,Postpay,Freedom,28,1,Yes,Active,23.6,2088,227,Yes,No,26,19,99.7,1,4,Credit Card,No,5,141.16,No,No,No,0.23,2,9.4,0.69,3,2023-03-08,2023-04-07,Betty,Robinson,Betty Robinson,betty_robinson@yahoo.com,+353-1-8245020,30
312,TI-2025-000313,69,Female,Dublin,Individual,Prepay,Unlimited,14,0,Yes,Active,66.0,2952,244,No,No,13,18,38.6,2,2,Debit Card,Yes,0,335.26,No,No,No,0.06,4,14.0,0.26,-36,2025-05-17,2026-04-24,Michelle,Hernandez,Michelle Hernandez,michelle_hernandez@icloud.com,+353-1-4221390,342
313,TI-2023-000314,28,Female,Cork,Business,Prepay,Unlimited,84,1,Yes,Cancelled,82.6,1011,202,No,No,14,3,143.1,1,2,Debit Card,Yes,5,108.91,No,No,No,0.14,2,23.1,0.49,45,2023-01-08,2023-02-07,Linda,Hernandez,Linda Hernandez,linda_hernandez@gmail.com,+353-21-3303005,30
314,TI-2024-000315,66,Female,Dublin,Family,Prepay,Freedom,88,12,Yes,Active,58.2,2750,260,No,No,19,19,225.6,3,2,Direct Debit,Yes,0,338.33,Yes,No,No,0.4,0,40.7,0.13,-88,2024-08-28,2025-08-23,Janet,Martin,Janet Martin,janet_martin@gmail.com,+353-1-9082110,360
315,TI-2024-000316,25,Female,Dublin,Individual,Postpay,Essentials,81,1,Yes,Active,29.2,2126,177,No,No,29,9,113.9,2,4,Direct Debit,Yes,3,45.57,No,Yes,No,0.19,1,10.5,0.72,98,2024-04-20,2024-05-20,Jennifer,Baker,Jennifer Baker,jennifer_baker@mail.com,+353-1-5629920,30
316,TI-2025-000317,53,Male,Cork,Family,SIM-only,Freedom,92,1,No,Active,29.9,716,23,No,Yes,12,12,260.9,2,2,Debit Card,Yes,5,73.6,Yes,No,No,0.05,4,15.2,0.41,-24,2025-01-13,2025-02-12,Joseph,White,Joseph White,joseph_white@mail.com,+353-21-5048361,30
317,TI-2025-000318,55,Female,Galway,Individual,Prepay,Freedom,96,12,Yes,Active,8.7,1807,174,No,No,8,19,116.7,0,5,Debit Card,No,5,254.41,No,No,No,0.09,3,65.1,0.14,8,2025-05-08,2026-05-03,Anna,Nelson,Anna Nelson,anna_nelson@icloud.com,+353-91-771287,360
318,TI-2024-000319,57,Male,Other,Business,Prepay,Freedom,36,24,Yes,Active,34.0,2591,273,No,Yes,0,13,105.6,4,4,Credit Card,Yes,5,460.95,Yes,No,Yes,0.26,1,8.8,0.74,-5,2024-08-16,2026-08-06,William,Young,William Young,william_young@gmail.com,+353-89-4165169,720
319,TI-2023-000320,37,Male,Other,Individual,Postpay,Freedom,49,12,Yes,Active,75.7,1473,339,No,No,26,1,299.5,2,2,Direct Debit,Yes,5,429.78,No,No,Yes,0.24,4,29.3,0.1,-8,2023-01-15,2024-01-10,Christopher,Jones,Christopher Jones,christopher_jones@hotmail.com,+353-86-1613062,360
320,TI-2025-000321,52,Female,Galway,Family,SIM-only,Freedom,35,1,Yes,Active,9.5,2521,411,No,Yes,5,3,145.3,2,1,Credit Card,Yes,1,484.38,No,No,No,0.2,0,55.2,0.57,-56,2025-02-13,2025-03-15,Linda,Wilson,Linda Wilson,linda_wilson@mail.com,+353-91-698081,30
321,TI-2023-000322,65,Male,Cork,Family,Postpay,Freedom,36,12,Yes,Active,25.8,1165,460,No,No,7,6,241.8,3,4,Direct Debit,Yes,2,325.24,Yes,No,Yes,0.29,4,64.1,0.61,-39,2023-07-02,2024-06-26,Nicholas,Green,Nicholas Green,nicholas_green@yahoo.com,+353-21-4245147,360
322,TI-2024-000323,42,Male,Galway,Individual,Prepay,Essentials,71,0,No,Active,72.1,2341,260,No,Yes,26,18,241.7,2,4,Credit Card,Yes,5,337.91,No,No,No,0.12,4,24.9,0.93,-71,2024-04-16,2024-11-09,Anthony,Allen,Anthony Allen,anthony_allen@gmail.com,+353-91-563569,207
323,TI-2023-000324,52,Female,Galway,Family,Prepay,Freedom,92,0,Yes,Active,79.4,609,285,No,Yes,26,16,278.0,3,3,Credit Card,Yes,1,312.51,No,No,No,0.34,4,12.7,0.15,-87,2023-02-27,2023-04-22,Debra,Torres,Debra Torres,debra_torres@icloud.com,+353-91-943885,54
324,TI-2023-000325,42,Male,Dublin,Individual,Postpay,Freedom,59,1,No,Cancelled,48.3,2183,0,No,Yes,19,15,26.4,4,2,Credit Card,Yes,3,311.41,Yes,No,No,0.43,1,53.3,0.65,80,2023-04-29,2023-05-29,Samuel,Gonzalez,Samuel Gonzalez,samuel_gonzalez@yahoo.com,+353-1-5422119,30
325,TI-2023-000326,46,Female,Cork,Individual,Prepay,Essentials,51,24,Yes,Active,71.3,2531,85,No,Yes,17,12,82.1,0,1,Debit Card,No,5,73.56,Yes,No,No,0.47,4,55.9,0.38,-91,2023-01-26,2025-01-15,Emma,Smith,Emma Smith,emma_smith@icloud.com,+353-21-6080818,720
326,TI-2024-000327,35,Male,Other,Individual,Prepay,Essentials,38,1,No,Active,41.9,1812,337,Yes,No,26,17,230.6,0,5,Credit Card,No,4,271.87,No,No,No,0.13,3,70.6,0.4,99,2024-05-18,2024-06-17,Alexander,Ramirez,Alexander Ramirez,alexander_ramirez@yahoo.com,+353-85-7827713,30
327,TI-2024-000328,63,Male,Dublin,Business,Postpay,Freedom,48,0,Yes,Active,20.2,1335,429,Yes,Yes,17,11,169.2,4,4,Debit Card,Yes,5,193.03,No,No,Yes,0.33,2,10.9,0.5,58,2024-06-08,2024-08-24,Jonathan,Thompson,Jonathan Thompson,jonathan_thompson@mail.com,+353-1-8360489,77
328,TI-2024-000329,35,Male,Cork,Family,Prepay,Freedom,69,0,Yes,Active,42.8,2861,68,Yes,Yes,25,0,168.3,4,5,Direct Debit,Yes,5,221.27,No,No,No,0.13,3,51.4,0.23,-95,2024-01-06,2024-11-10,Eric,Rivera,Eric Rivera,eric_rivera@hotmail.com,+353-21-7388126,309
329,TI-2024-000330,19,Male,Cork,Family,Postpay,Essentials,50,24,Yes,Active,60.1,554,30,No,No,16,14,50.7,1,5,Credit Card,Yes,0,261.8,No,No,No,0.5,0,30.6,0.46,18,2024-03-20,2026-03-10,Dennis,Sanchez,Dennis Sanchez,dennis_sanchez@gmail.com,+353-21-2690872,720
330,TI-2025-000331,52,Female,Dublin,Family,Prepay,Unlimited,42,12,No,Active,95.1,1655,197,Yes,No,20,2,85.1,2,5,Debit Card,No,4,64.2,No,No,Yes,0.39,1,65.9,0.69,-82,2025-01-03,2025-12-29,Debra,Anderson,Debra Anderson,debra_anderson@hotmail.com,+353-1-6368219,360
331,TI-2022-000332,33,Male,Dublin,Individual,Prepay,Freedom,92,1,No,Active,11.5,1755,90,Yes,Yes,15,5,156.9,2,3,Credit Card,Yes,5,179.74,No,No,Yes,0.06,2,30.0,0.46,-89,2022-09-06,2022-10-06,Jonathan,Ramirez,Jonathan Ramirez,jonathan_ramirez@outlook.com,+353-1-9295772,30
332,TI-2022-000333,58,Female,Dublin,Business,Postpay,Unlimited,92,12,Yes,Active,53.2,45,439,Yes,Yes,12,13,83.9,2,5,Debit Card,Yes,5,31.72,No,No,Yes,0.24,1,32.7,0.04,16,2022-11-22,2023-11-17,Margaret,Williams,Margaret Williams,margaret_williams@outlook.com,+353-1-3710011,360
333,TI-2025-000334,53,Male,Dublin,Individual,Prepay,Freedom,25,12,Yes,Active,36.2,1259,472,No,Yes,21,5,63.9,3,2,Debit Card,Yes,5,489.83,Yes,No,Yes,0.38,1,10.0,0.26,91,2025-06-21,2026-06-16,Benjamin,White,Benjamin White,benjamin_white@outlook.com,+353-1-1425911,360
334,TI-2023-000335,50,Female,Dublin,Individual,SIM-only,Freedom,32,12,No,Active,53.3,1071,348,Yes,No,3,0,27.2,1,2,Credit Card,Yes,1,59.26,No,Yes,Yes,0.36,4,23.8,0.35,2,2023-03-08,2024-03-02,Amy,Gonzalez,Amy Gonzalez,amy_gonzalez@hotmail.com,+353-1-9767196,360
335,TI-2023-000336,21,Female,Other,Individual,Postpay,Unlimited,16,1,Yes,Active,7.3,2245,382,No,No,3,19,47.6,2,1,Direct Debit,Yes,3,129.26,Yes,No,No,0.14,3,29.5,0.35,13,2023-10-08,2023-11-07,Angela,Mitchell,Angela Mitchell,angela_mitchell@icloud.com,+353-83-2223784,30
336,TI-2024-000337,50,Female,Dublin,Family,Prepay,Freedom,35,24,Yes,Active,34.7,2131,411,Yes,No,20,5,230.9,3,1,Debit Card,Yes,0,445.65,Yes,No,No,0.1,2,2.2,0.08,-19,2024-02-21,2026-02-10,Patricia,Sanchez,Patricia Sanchez,patricia_sanchez@hotmail.com,+353-1-1094110,720
337,TI-2023-000338,31,Male,Cork,Family,Postpay,Freedom,21,1,Yes,Active,82.9,542,15,No,Yes,13,7,215.9,3,5,Direct Debit,Yes,5,241.36,No,No,No,0.25,4,32.1,0.45,82,2023-12-02,2024-01-01,Brandon,Taylor,Brandon Taylor,brandon_taylor@gmail.com,+353-21-9850122,30
338,TI-2024-000339,38,Male,Dublin,Individual,Prepay,Essentials,81,12,Yes,Active,57.6,1451,309,No,Yes,4,14,14.7,0,5,Debit Card,Yes,3,67.82,No,No,Yes,0.3,2,24.9,0.69,94,2024-03-15,2025-03-10,Jason,King,Jason King,jason_king@mail.com,+353-1-6229676,360
339,TI-2025-000340,65,Male,Other,Individual,SIM-only,Freedom,14,0,No,Active,47.8,2118,436,No,Yes,15,13,61.8,3,3,Direct Debit,Yes,0,192.12,Yes,No,No,0.1,3,58.1,0.05,-92,2025-01-24,2025-12-20,Anthony,Thompson,Anthony Thompson,anthony_thompson@gmail.com,+353-87-6779652,330
340,TI-2023-000341,37,Female,Dublin,Family,Prepay,Essentials,78,1,No,Active,32.1,2567,395,No,No,13,15,168.6,4,5,Credit Card,Yes,0,57.93,Yes,No,No,0.09,4,8.6,0.75,33,2023-04-28,2023-05-28,Debra,Harris,Debra Harris,debra_harris@gmail.com,+353-1-6680343,30
341,TI-2025-000342,25,Male,Cork,Individual,Postpay,Essentials,58,1,Yes,Active,33.3,1992,275,No,Yes,29,19,97.5,3,5,Credit Card,Yes,0,100.11,No,No,No,0.41,2,55.0,0.96,28,2025-02-07,2025-03-09,George,Perez,George Perez,george_perez@icloud.com,+353-21-4759022,30
342,TI-2024-000343,24,Female,Other,Family,Prepay,Essentials,35,12,Yes,Active,41.4,2945,337,No,Yes,13,15,247.2,4,5,Credit Card,Yes,5,26.01,No,No,No,0.13,4,51.7,0.01,69,2024-01-12,2025-01-06,Lisa,Moore,Lisa Moore,lisa_moore@outlook.com,+353-85-1838857,360
343,TI-2023-000344,20,Female,Other,Business,Postpay,Essentials,14,0,No,Active,84.4,912,161,No,Yes,13,18,235.7,4,4,Direct Debit,No,1,219.11,No,No,No,0.71,1,18.2,0.19,-8,2023-07-08,2024-05-31,Margaret,Hill,Margaret Hill,margaret_hill@mail.com,+353-83-5524285,328
344,TI-2025-000345,34,Male,Dublin,Individual,Postpay,Unlimited,31,12,Yes,Active,96.9,1068,436,No,Yes,24,0,267.6,0,4,Credit Card,Yes,5,403.32,No,No,No,0.4,0,6.9,0.54,82,2025-06-12,2026-06-07,Mark,Hill,Mark Hill,mark_hill@mail.com,+353-1-1886812,360
